"ie","06/29/2018 21:26:55",4823
"ie","06/29/2018 21:35:11",5215
"chrome","06/29/2018 21:37:18",701
"chrome","06/29/2018 21:45:04",735
"ie","06/29/2018 21:46:14",5106
"chrome","06/29/2018 21:54:34",688
"ie","06/29/2018 21:55:45",5333
"ie","06/29/2018 22:04:07",5018
"chrome","06/29/2018 22:06:07",756
"ie","06/29/2018 22:14:09",5077
"chrome","06/29/2018 22:15:51",584
"chrome","06/29/2018 22:23:38",654
"ie","06/29/2018 22:24:49",4756
"chrome","06/29/2018 22:33:07",664
"ie","06/29/2018 22:34:22",4785
"chrome","06/29/2018 22:42:42",589
"ie","06/29/2018 22:44:17",5294
"chrome","06/29/2018 22:52:36",618
"ie","06/29/2018 22:53:41",5204
"ie","06/29/2018 23:01:58",5755
"chrome","06/29/2018 23:03:42",600
"ie","06/29/2018 23:11:38",5202
"chrome","06/29/2018 23:13:23",652
"chrome","06/29/2018 23:21:34",753
"ie","06/29/2018 23:22:44",5094
"ie","06/29/2018 23:31:00",5304
"chrome","06/29/2018 23:32:44",719
"chrome","06/29/2018 23:40:32",614
"ie","06/29/2018 23:41:55",4795
"ie","06/29/2018 23:50:11",5306
"chrome","06/29/2018 23:52:17",677
"ie","06/30/2018 00:00:01",6624
"chrome","06/30/2018 00:02:01",648
"chrome","06/30/2018 00:09:48",582
"ie","06/30/2018 00:11:02",5192
"chrome","06/30/2018 00:19:22",761
"ie","06/30/2018 00:20:33",5289
"ie","06/30/2018 00:29:04",5044
"chrome","06/30/2018 00:30:46",725
"chrome","06/30/2018 00:38:28",734
"ie","06/30/2018 00:39:39",4513
"chrome","06/30/2018 00:47:52",631
"ie","06/30/2018 00:49:18",4841
"ie","06/30/2018 00:57:34",4860
